"menu_id","menu_page_id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
12556,437,"","GRAND HOTEL L'D.","DINNER","COMMERCIAL","YOKOHAMA JAPAN","FOLDER; ILLUS; COL; 6.5X9.5;","","FRONT COVER ILLUS, ""BILL OF FARE"" OVER DRAWING OF HOTEL AGAINST BACKGROUND OF CHRYSANTHEMUMS; BACK COVER ILLUS TWO GEISHAS WITH UMBRELLAS BEFORE BACKGROUND OF TEMPLE GARDEN; THE GRAND HOTEL BAND PROGRAMME ON BACK COVER; INSIDE ILLUS, WOMAN AND CHILD ON FO","1900-4126","1900-08-21","GRAND HOTEL LD","DOLLARS","$","COMPLETE",4,152
12556,440,"","GRAND HOTEL L'D.","DINNER","COMMERCIAL","YOKOHAMA JAPAN","FOLDER; ILLUS; COL; 6.5X9.5;","","FRONT COVER ILLUS, ""BILL OF FARE"" OVER DRAWING OF HOTEL AGAINST BACKGROUND OF CHRYSANTHEMUMS; BACK COVER ILLUS TWO GEISHAS WITH UMBRELLAS BEFORE BACKGROUND OF TEMPLE GARDEN; THE GRAND HOTEL BAND PROGRAMME ON BACK COVER; INSIDE ILLUS, WOMAN AND CHILD ON FO","1900-4126","1900-08-21","GRAND HOTEL LD","DOLLARS","$","COMPLETE",4,152
12571,486,"","CLYDE STEAMSHIP CO., THE","DINNER","COMMERCIAL","STEAMSHIP IROQUOIS","BROADSHEET; ILLUS; COL; 10X7;","","INCLUDES PRICED WINE, LIQUOR, ETC. LIST; STEAMSHIP INSIGNIA ON COVER; ON BACK COVER IS A MAP COMPRISING ALL LINES INVOLVED WITH CLYDE;","1900-2400","1900-03-12","CLYDE STEAMSHIP CO THE","DOLLARS","$","COMPLETE",3,72
12571,485,"","CLYDE STEAMSHIP CO., THE","DINNER","COMMERCIAL","STEAMSHIP IROQUOIS","BROADSHEET; ILLUS; COL; 10X7;","","INCLUDES PRICED WINE, LIQUOR, ETC. LIST; STEAMSHIP INSIGNIA ON COVER; ON BACK COVER IS A MAP COMPRISING ALL LINES INVOLVED WITH CLYDE;","1900-2400","1900-03-12","CLYDE STEAMSHIP CO THE","DOLLARS","$","COMPLETE",3,72
12571,487,"","CLYDE STEAMSHIP CO., THE","DINNER","COMMERCIAL","STEAMSHIP IROQUOIS","BROADSHEET; ILLUS; COL; 10X7;","","INCLUDES PRICED WINE, LIQUOR, ETC. LIST; STEAMSHIP INSIGNIA ON COVER; ON BACK COVER IS A MAP COMPRISING ALL LINES INVOLVED WITH CLYDE;","1900-2400","1900-03-12","CLYDE STEAMSHIP CO THE","DOLLARS","$","COMPLETE",3,72
12768,1093,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS SOUTHWARK","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; MARINE SCENE OF STEAMER AND LIFEBOAT; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY;","1900-2186","1900-02-27","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
12768,1092,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS SOUTHWARK","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; MARINE SCENE OF STEAMER AND LIFEBOAT; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY;","1900-2186","1900-02-27","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
12773,1103,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS COPTIC","FOLDER; ILLUS; 5.5X8.5;","","ITEMS OF THE DAY HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; DECORATIVE BORDER & ANCHOR, FLAGS, ETC. ON COVER;","1900-2412","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",4,34
12773,1102,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS COPTIC","FOLDER; ILLUS; 5.5X8.5;","","ITEMS OF THE DAY HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; DECORATIVE BORDER & ANCHOR, FLAGS, ETC. ON COVER;","1900-2412","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",4,34
12773,1105,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS COPTIC","FOLDER; ILLUS; 5.5X8.5;","","ITEMS OF THE DAY HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; DECORATIVE BORDER & ANCHOR, FLAGS, ETC. ON COVER;","1900-2412","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",4,34
12773,1104,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS COPTIC","FOLDER; ILLUS; 5.5X8.5;","","ITEMS OF THE DAY HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; DECORATIVE BORDER & ANCHOR, FLAGS, ETC. ON COVER;","1900-2412","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",4,34
12775,1111,"","MANHATTAN CLUB","DINNER","COMMERCIAL","","FOLDER; ILLUS; 6X9.5;","","A LA CARTE PRICED MENU; CLUB MONOGRAM ON COVER;","1900-2420","1900-03-14","MANHATTAN CLUB","DOLLARS","$","UNDER REVIEW",4,137
12775,1110,"","MANHATTAN CLUB","DINNER","COMMERCIAL","","FOLDER; ILLUS; 6X9.5;","","A LA CARTE PRICED MENU; CLUB MONOGRAM ON COVER;","1900-2420","1900-03-14","MANHATTAN CLUB","DOLLARS","$","UNDER REVIEW",4,137
12775,1108,"","MANHATTAN CLUB","DINNER","COMMERCIAL","","FOLDER; ILLUS; 6X9.5;","","A LA CARTE PRICED MENU; CLUB MONOGRAM ON COVER;","1900-2420","1900-03-14","MANHATTAN CLUB","DOLLARS","$","UNDER REVIEW",4,137
12775,1109,"","MANHATTAN CLUB","DINNER","COMMERCIAL","","FOLDER; ILLUS; 6X9.5;","","A LA CARTE PRICED MENU; CLUB MONOGRAM ON COVER;","1900-2420","1900-03-14","MANHATTAN CLUB","DOLLARS","$","UNDER REVIEW",4,137
12801,1184,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12801,1180,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12801,1183,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12801,1181,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12801,1182,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12801,1185,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS DORIC","BROADSHEET;ILL;","OTHER FAREWELL","HANDWRITTEN AND MECHANICALLY REPRODUCED;MUSICAL PROGRAM ON SEPARATE SHEET PROFUSELY ILLUSTRATED BY HAND;PROBABLY PERFORMED BY THE PASSENGERS; THE CAPTAIN IS LISTED FOR A SONG;","1900-2666","1900-04-05","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",6,46
12831,1266,"","HOTEL MANHATTAN","DINNER","COMMERCIAL","42ND ST  MAD AVE NY","BROADSIDE; ILLUS; 6 X 9.75","DAILY","","1900-2203","1900-03-01","HOTEL MANHATTAN","DOLLARS","$","COMPLETE",2,176
12831,1267,"","HOTEL MANHATTAN","DINNER","COMMERCIAL","42ND ST  MAD AVE NY","BROADSIDE; ILLUS; 6 X 9.75","DAILY","","1900-2203","1900-03-01","HOTEL MANHATTAN","DOLLARS","$","COMPLETE",2,176
12838,1282,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH STNEW YORKNY","CARD;ILL;COL;4.25X7;","DAILY","COAT OF ARMS IN UPPER LEFT;","1900-2220","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",2,44
12838,1283,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH STNEW YORKNY","CARD;ILL;COL;4.25X7;","DAILY","COAT OF ARMS IN UPPER LEFT;","1900-2220","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",2,44
12839,1287,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH AND 37TH STNEW YORKNY","FOLDER;ILL;COL;5.5X8.5;","DAILY","PRICED WINE LIST;COAT OF ARMS;HOTEL PICTURED ON BACK COVER;","1900-2221","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",4,184
12839,1285,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH AND 37TH STNEW YORKNY","FOLDER;ILL;COL;5.5X8.5;","DAILY","PRICED WINE LIST;COAT OF ARMS;HOTEL PICTURED ON BACK COVER;","1900-2221","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",4,184
12839,1286,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH AND 37TH STNEW YORKNY","FOLDER;ILL;COL;5.5X8.5;","DAILY","PRICED WINE LIST;COAT OF ARMS;HOTEL PICTURED ON BACK COVER;","1900-2221","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",4,184
12839,1284,"","HOTEL MARLBOROUGH","DINNER","COMMERCIAL","BROADWAY AND 36TH AND 37TH STNEW YORKNY","FOLDER;ILL;COL;5.5X8.5;","DAILY","PRICED WINE LIST;COAT OF ARMS;HOTEL PICTURED ON BACK COVER;","1900-2221","1900-03-01","HOTEL MARLBOROUGH","DOLLARS","$","COMPLETE",4,184
12850,1311,"","P.R.R. (PENNSYLVANIA RR)","DINNER","COMMERCIAL","RR STATION","CARD; COL; 6 X 10;","","PRICED MENU; PRICED WINE LIST; AFTER THEATRE SUPPER TO ORDER; BLUE; LOGO;","1900-2433","1900-03-14","PRR PENNSYLVANIA RR","DOLLARS","$","COMPLETE",2,191
12850,1310,"","P.R.R. (PENNSYLVANIA RR)","DINNER","COMMERCIAL","RR STATION","CARD; COL; 6 X 10;","","PRICED MENU; PRICED WINE LIST; AFTER THEATRE SUPPER TO ORDER; BLUE; LOGO;","1900-2433","1900-03-14","PRR PENNSYLVANIA RR","DOLLARS","$","COMPLETE",2,191
12866,1350,"","CUNARD LINE","DINNER","COMMERCIAL","RMS LUCANIA","CARD; 4.25X6.5;","","BEVELED EDGES GOLD TIPPED; RED FLAG WITH LION WEARING CROWN AND HOLDING GLOBE; PRICED WINE LIST;","1900-2693","1900-04-07","CUNARD LINE","DOLLARS","$","COMPLETE",2,94
12866,1351,"","CUNARD LINE","DINNER","COMMERCIAL","RMS LUCANIA","CARD; 4.25X6.5;","","BEVELED EDGES GOLD TIPPED; RED FLAG WITH LION WEARING CROWN AND HOLDING GLOBE; PRICED WINE LIST;","1900-2693","1900-04-07","CUNARD LINE","DOLLARS","$","COMPLETE",2,94
12872,1362,"","MANHATTAN CLUB","DINNER","SOC","","FOLDER; 6.0X9.5;","","MONOGRAM ""MC"" ON COVER; MANHATTAN CLUB HAND WITTEN INSIDE;","1900-2700","1900-04-07","MANHATTAN CLUB","DOLLARS","$","COMPLETE",4,137
12872,1363,"","MANHATTAN CLUB","DINNER","SOC","","FOLDER; 6.0X9.5;","","MONOGRAM ""MC"" ON COVER; MANHATTAN CLUB HAND WITTEN INSIDE;","1900-2700","1900-04-07","MANHATTAN CLUB","DOLLARS","$","COMPLETE",4,137
12872,1364,"","MANHATTAN CLUB","DINNER","SOC","","FOLDER; 6.0X9.5;","","MONOGRAM ""MC"" ON COVER; MANHATTAN CLUB HAND WITTEN INSIDE;","1900-2700","1900-04-07","MANHATTAN CLUB","DOLLARS","$","COMPLETE",4,137
12872,1365,"","MANHATTAN CLUB","DINNER","SOC","","FOLDER; 6.0X9.5;","","MONOGRAM ""MC"" ON COVER; MANHATTAN CLUB HAND WITTEN INSIDE;","1900-2700","1900-04-07","MANHATTAN CLUB","DOLLARS","$","COMPLETE",4,137
12887,1398,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH STREET AND BROADWAYNEW YORKNY","CARD;ILL;COL;6.5X9;","DAILY","COAT OF ARMS IN UPPER LEFT;2 COPIES","1900-2000","1900-02-21","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,124
12887,1399,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH STREET AND BROADWAYNEW YORKNY","CARD;ILL;COL;6.5X9;","DAILY","COAT OF ARMS IN UPPER LEFT;2 COPIES","1900-2000","1900-02-21","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,124
12895,1417,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH STREET AND BR6ADWAY","CARD; 6.5 X 9.75;","","PRICED MENU;; CREST;","1900-2013","1900-02-18","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
12895,1416,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH STREET AND BR6ADWAY","CARD; 6.5 X 9.75;","","PRICED MENU;; CREST;","1900-2013","1900-02-18","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
12905,1440,"","SAN REMO HOTEL","DINNER","COMMERCIAL","75TH ST  CENTRAL PARK WEST NY","FOLDER; 6.5 X 10.5;","DAILY","","1900-1042","1900-02-13","SAN REMO HOTEL","DOLLARS","$","COMPLETE",4,243
12905,1442,"","SAN REMO HOTEL","DINNER","COMMERCIAL","75TH ST  CENTRAL PARK WEST NY","FOLDER; 6.5 X 10.5;","DAILY","","1900-1042","1900-02-13","SAN REMO HOTEL","DOLLARS","$","COMPLETE",4,243
12905,1441,"","SAN REMO HOTEL","DINNER","COMMERCIAL","75TH ST  CENTRAL PARK WEST NY","FOLDER; 6.5 X 10.5;","DAILY","","1900-1042","1900-02-13","SAN REMO HOTEL","DOLLARS","$","COMPLETE",4,243
12905,1443,"","SAN REMO HOTEL","DINNER","COMMERCIAL","75TH ST  CENTRAL PARK WEST NY","FOLDER; 6.5 X 10.5;","DAILY","","1900-1042","1900-02-13","SAN REMO HOTEL","DOLLARS","$","COMPLETE",4,243
12916,1478,"","WINDSOR HOTEL","DINNER","COMMERCIAL","JACKSONVILLE FLA","BROADSIDE; ILLUS;4.25 X 7;","DAILY","","1900-1063","1900-02-14","WINDSOR HOTEL","DOLLARS","$","COMPLETE",2,43
12916,1479,"","WINDSOR HOTEL","DINNER","COMMERCIAL","JACKSONVILLE FLA","BROADSIDE; ILLUS;4.25 X 7;","DAILY","","1900-1063","1900-02-14","WINDSOR HOTEL","DOLLARS","$","COMPLETE",2,43
12919,1486,"","USMS ST LOUIS","DINNER","COMMERCIAL","USMS ST LOUIS","CARD;ILL;COL;4X6.25;","DAILY","FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;","1900-1071","1900-02-14","USMS ST LOUIS","DOLLARS","$","COMPLETE",2,86
12919,1487,"","USMS ST LOUIS","DINNER","COMMERCIAL","USMS ST LOUIS","CARD;ILL;COL;4X6.25;","DAILY","FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;","1900-1071","1900-02-14","USMS ST LOUIS","DOLLARS","$","COMPLETE",2,86
12924,1499,"","RED STAR LINE","DINNER","COMMERCIAL","SS SOUTHWORK","BROADSHEET; ILLUS; COL; 5X8;","","FRENCH & ENGLISH; PRICED WINE LIST ON BACK OF MENU; MARITIME ILLUSTRATION AT TOP OF MENU;","1900-2028","1900-02-22","RED STAR LINE","DOLLARS","$","COMPLETE",2,50
12924,1498,"","RED STAR LINE","DINNER","COMMERCIAL","SS SOUTHWORK","BROADSHEET; ILLUS; COL; 5X8;","","FRENCH & ENGLISH; PRICED WINE LIST ON BACK OF MENU; MARITIME ILLUSTRATION AT TOP OF MENU;","1900-2028","1900-02-22","RED STAR LINE","DOLLARS","$","COMPLETE",2,50
12941,1535,"","UNIVERSITY CLUB","DINNER","SOC","CHICAGOIL","FOLDER;ILL;4.5X5.75;","COMPLIMENTARYTESTIMONIAL","PORTRAIT ON FRONT COVER;RIBBON FASTENING AT LEFT;WINES;EMBLEM ON BACK COVER;","1900-3044","1900-05-01","UNIVERSITY CLUB","DOLLARS","$","COMPLETE",2,97
12941,1534,"","UNIVERSITY CLUB","DINNER","SOC","CHICAGOIL","FOLDER;ILL;4.5X5.75;","COMPLIMENTARYTESTIMONIAL","PORTRAIT ON FRONT COVER;RIBBON FASTENING AT LEFT;WINES;EMBLEM ON BACK COVER;","1900-3044","1900-05-01","UNIVERSITY CLUB","DOLLARS","$","COMPLETE",2,97
12964,1584,"","NEW YORK CENTRAL & HUDSON RIVER R.R.","DINNER","COMMERCIAL","DINING CAR SERVICE TRAIN 19","FOLDER; ILLUS; COL; 5.5X7;","","GRAND CENTRAL STATION ILLUSTRATION ON COVER; PRICED WINE & COCKTAIL LIST; SKETCH OF SARATOGA DURING FLORAL FETE ON BACK;","1900-2245","1900-03-02","NEW YORK CENTRAL  HUDSON RIVER RR","DOLLARS","$","COMPLETE",4,81
12964,1583,"","NEW YORK CENTRAL & HUDSON RIVER R.R.","DINNER","COMMERCIAL","DINING CAR SERVICE TRAIN 19","FOLDER; ILLUS; COL; 5.5X7;","","GRAND CENTRAL STATION ILLUSTRATION ON COVER; PRICED WINE & COCKTAIL LIST; SKETCH OF SARATOGA DURING FLORAL FETE ON BACK;","1900-2245","1900-03-02","NEW YORK CENTRAL  HUDSON RIVER RR","DOLLARS","$","COMPLETE",4,81
12964,1582,"","NEW YORK CENTRAL & HUDSON RIVER R.R.","DINNER","COMMERCIAL","DINING CAR SERVICE TRAIN 19","FOLDER; ILLUS; COL; 5.5X7;","","GRAND CENTRAL STATION ILLUSTRATION ON COVER; PRICED WINE & COCKTAIL LIST; SKETCH OF SARATOGA DURING FLORAL FETE ON BACK;","1900-2245","1900-03-02","NEW YORK CENTRAL  HUDSON RIVER RR","DOLLARS","$","COMPLETE",4,81
12964,1585,"","NEW YORK CENTRAL & HUDSON RIVER R.R.","DINNER","COMMERCIAL","DINING CAR SERVICE TRAIN 19","FOLDER; ILLUS; COL; 5.5X7;","","GRAND CENTRAL STATION ILLUSTRATION ON COVER; PRICED WINE & COCKTAIL LIST; SKETCH OF SARATOGA DURING FLORAL FETE ON BACK;","1900-2245","1900-03-02","NEW YORK CENTRAL  HUDSON RIVER RR","DOLLARS","$","COMPLETE",4,81
12975,1613,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH ST  BWAY NY","BROADSIDE; HOTEL EMBLEM; GOLD TRIM; 6.5 X 9;","","EVERY ITEM PRICED SEPARATELY;","1900-2470","1900-03-14","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,121
12975,1612,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","66TH ST  BWAY NY","BROADSIDE; HOTEL EMBLEM; GOLD TRIM; 6.5 X 9;","","EVERY ITEM PRICED SEPARATELY;","1900-2470","1900-03-14","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,121
12982,1632,"","BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON","DINNER","COMMERCIAL","CHICAGO ILL","BROADSIDE; ILLUS; COL; 5.25 X 7.75;","EVENING DINNER","","1900-2483","1900-03-16","BERT HOUGH  TONY FRANKER PABST BLUE RIBBON","DOLLARS","$","COMPLETE",2,50
12982,1633,"","BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON","DINNER","COMMERCIAL","CHICAGO ILL","BROADSIDE; ILLUS; COL; 5.25 X 7.75;","EVENING DINNER","","1900-2483","1900-03-16","BERT HOUGH  TONY FRANKER PABST BLUE RIBBON","DOLLARS","$","COMPLETE",2,50
12999,1674,"","U.S.M.S.","DINNER","NAV","NEW YORK","CARD; ILLUS; COL; 4X6.25;","","INCLUDES PRICED WINE LIST;","1900-1100","1900-02-15","USMS","DOLLARS","$","COMPLETE",2,99
12999,1675,"","U.S.M.S.","DINNER","NAV","NEW YORK","CARD; ILLUS; COL; 4X6.25;","","INCLUDES PRICED WINE LIST;","1900-1100","1900-02-15","USMS","DOLLARS","$","COMPLETE",2,99
13005,1695,"","BATTERY PARK HOTEL","DINNER","COMMERCIAL","NEW YORK CITY NY","FOLDER; ILLUS; 4.5 X 7.5;","","PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;","1900-2757","1900-04-11","BATTERY PARK HOTEL","DOLLARS","$","COMPLETE",4,130
13005,1696,"","BATTERY PARK HOTEL","DINNER","COMMERCIAL","NEW YORK CITY NY","FOLDER; ILLUS; 4.5 X 7.5;","","PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;","1900-2757","1900-04-11","BATTERY PARK HOTEL","DOLLARS","$","COMPLETE",4,130
13005,1694,"","BATTERY PARK HOTEL","DINNER","COMMERCIAL","NEW YORK CITY NY","FOLDER; ILLUS; 4.5 X 7.5;","","PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;","1900-2757","1900-04-11","BATTERY PARK HOTEL","DOLLARS","$","COMPLETE",4,130
13005,1697,"","BATTERY PARK HOTEL","DINNER","COMMERCIAL","NEW YORK CITY NY","FOLDER; ILLUS; 4.5 X 7.5;","","PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;","1900-2757","1900-04-11","BATTERY PARK HOTEL","DOLLARS","$","COMPLETE",4,130
